fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
 7,80;0,310;0,40; 1,60;0,027; 20,0; 87,0;0,991100;3,15;0,48;11,900000;6
 8,10;0,170;0,21; 1,60;0,036; 24,0;119,0;0,993960;3,18;0,52;10,100000;6
 6,80;0,180;0,28; 1,10;0,027; 32,0;112,0;0,990890;3,15;0,45;11,000000;7
 7,40;0,280;0,36;14,60;0,048; 35,0;161,0;0,996800;3,14;0,56;10,600000;5
 7,30;0,230;0,27; 2,60;0,035; 39,0;120,0;0,991380;3,04;0,59;11,300000;7
 6,70;0,220;0,22; 1,20;0,038;  5,0;124,0;0,990980;3,10;0,37;11,200000;4
 7,40;0,250;0,28; 7,25;0,028; 14,0; 78,0;0,992380;2,94;0,37;11,500000;7
 7,50;0,300;0,21; 6,55;0,026; 33,0;143,0;0,992440;2,92;0,35;11,100000;5
 7,20;0,260;0,24; 7,00;0,023; 19,0;130,0;0,991760;3,14;0,49;12,800000;7
 6,30;0,320;0,32; 1,50;0,037; 12,0; 76,0;0,989930;3,30;0,46;12,300000;6
 7,70;0,240;0,30; 1,40;0,041; 15,0;102,0;0,992900;3,26;0,53;10,400000;6
 7,40;0,250;0,28; 7,25;0,028; 14,0; 78,0;0,992380;2,94;0,37;11,500000;7
 7,00;0,240;0,35; 1,00;0,032; 42,0;104,0;0,989880;3,16;0,37;11,700000;7
 5,80;0,280;0,28; 4,20;0,044; 52,0;158,0;0,992000;3,35;0,44;10,700000;7
 6,80;0,190;0,71;17,50;0,042; 21,0;114,0;0,997840;2,85;0,50; 9,500000;6
 6,80;0,190;0,71;17,50;0,042; 21,0;114,0;0,997840;2,85;0,50; 9,500000;6
 6,80;0,190;0,71;17,50;0,042; 21,0;114,0;0,997840;2,85;0,50; 9,500000;6
 6,60;0,190;0,35; 1,50;0,037; 37,0;107,0;0,990060;3,18;0,68;12,000000;7
 6,40;0,280;0,36; 1,30;0,053; 28,0;186,0;0,992110;3,31;0,45;10,800000;5
 5,60;0,280;0,27; 3,90;0,043; 52,0;158,0;0,992020;3,35;0,44;10,700000;7
 5,60;0,280;0,28; 4,20;0,044; 52,0;158,0;0,992000;3,35;0,44;10,700000;7
 6,80;0,190;0,32; 7,60;0,049; 37,0;107,0;0,993320;3,12;0,44;10,700000;7
 7,20;0,160;0,29; 1,00;0,031; 40,0;123,0;0,989580;3,12;0,40;12,100000;7
 6,60;0,170;0,28; 1,10;0,034; 55,0;108,0;0,989390;3,00;0,52;11,900000;7
 6,60;0,190;0,28;11,80;0,042; 54,0;137,0;0,994920;3,18;0,37;10,800000;6
 5,80;0,200;0,24; 1,40;0,033; 65,0;169,0;0,990430;3,59;0,56;12,300000;7
 6,60;0,390;0,38; 9,70;0,053; 49,0;226,0;0,997870;3,30;0,57; 9,400000;6
 6,80;0,120;0,30;12,90;0,049; 32,0; 88,0;0,996540;3,20;0,35; 9,900000;6
 6,60;0,295;0,24; 1,60;0,039; 29,0;140,0;0,993040;3,35;0,61;10,400000;7
 6,60;0,260;0,24; 7,20;0,038; 28,0;137,0;0,995200;3,35;0,60;10,400000;6
 7,00;0,320;0,27; 7,10;0,027; 37,0;122,0;0,991650;3,15;0,60;12,600000;7
 7,40;0,360;0,23; 1,90;0,017; 31,0; 69,0;0,989200;2,93;0,36;12,500000;6
 6,70;0,350;0,48; 8,80;0,056; 35,0;167,0;0,996280;3,04;0,47; 9,400000;5
 6,40;0,380;0,24; 7,20;0,047; 41,0;151,0;0,996040;3,11;0,60; 9,200000;5
 6,80;0,140;0,18; 1,40;0,047; 30,0; 90,0;0,991640;3,27;0,54;11,200000;6
 7,00;0,160;0,25;14,30;0,044; 27,0;149,0;0,998000;2,91;0,46; 9,200000;6
 7,00;0,160;0,25;14,30;0,044; 27,0;149,0;0,998000;2,91;0,46; 9,200000;6
 6,70;0,350;0,48; 8,80;0,056; 35,0;167,0;0,996280;3,04;0,47; 9,400000;5
 6,80;0,140;0,18; 1,40;0,047; 30,0; 90,0;0,991640;3,27;0,54;11,200000;6
 6,80;0,160;0,18; 1,80;0,046; 31,0;114,0;0,992260;3,27;0,55;10,800000;6
 7,00;0,160;0,25;14,30;0,044; 27,0;149,0;0,998000;2,91;0,46; 9,200000;6
 6,40;0,380;0,24; 7,20;0,047; 41,0;151,0;0,996040;3,11;0,60; 9,200000;5
 7,20;0,240;0,30; 1,20;0,037; 11,0; 95,0;0,989140;2,96;0,36;12,500000;6
 7,70;0,320;0,61;11,80;0,041; 66,0;188,0;0,997940;3,00;0,54; 9,300000;5
 7,00;0,290;0,33; 0,90;0,041; 20,0;117,0;0,990480;3,21;0,50;11,400000;5
 7,10;0,270;0,24;12,60;0,044; 48,0;118,0;0,997260;3,04;0,56;10,000000;7
 6,80;0,450;0,28;26,05;0,031; 27,0;122,0;1,002950;3,06;0,42;10,600000;6
 6,30;0,200;0,26; 4,70;0,040;108,0;168,0;0,992780;3,07;0,75;10,700000;7
 7,10;0,270;0,24;12,60;0,044; 48,0;118,0;0,997260;3,04;0,56;10,000000;7
 7,20;0,240;0,30; 1,20;0,037; 11,0; 95,0;0,989140;2,96;0,36;12,500000;6
 6,80;0,450;0,28;26,05;0,031; 27,0;122,0;1,002950;3,06;0,42;10,600000;6
 6,60;0,360;0,28; 6,10;0,029; 12,0; 93,0;0,990540;3,19;0,27;12,800000;7
 7,70;0,320;0,61;11,80;0,041; 66,0;188,0;0,997940;3,00;0,54; 9,300000;5
 7,00;0,290;0,33; 0,90;0,041; 20,0;117,0;0,990480;3,21;0,50;11,400000;5
 6,40;0,370;0,20; 5,60;0,117; 61,0;183,0;0,994590;3,24;0,43; 9,500000;5
 6,40;0,380;0,20; 5,30;0,117; 57,0;181,0;0,994590;3,24;0,43; 9,500000;6
 6,40;0,360;0,20; 5,70;0,118; 61,0;172,0;0,994600;3,24;0,43; 9,500000;6
 6,60;0,300;0,25; 8,00;0,036; 21,0;124,0;0,993620;3,06;0,38;10,800000;6
 6,60;0,300;0,25; 8,00;0,036; 21,0;124,0;0,993620;3,06;0,38;10,800000;6
 6,50;0,210;0,51;17,60;0,045; 34,0;125,0;0,999660;3,20;0,47; 8,800000;6
 6,60;0,300;0,25; 8,00;0,036; 21,0;124,0;0,993620;3,06;0,38;10,800000;6
 7,60;0,310;0,27; 8,80;0,021; 57,0;156,0;0,994420;3,08;0,38;11,000000;7
 5,80;0,580;0,00; 1,50;0,020; 33,0; 96,0;0,989180;3,29;0,38;12,400000;6
 6,50;0,260;0,39; 1,40;0,020; 12,0; 66,0;0,990890;3,25;0,75;11,300000;7
 8,70;0,300;0,34; 4,80;0,018; 23,0;127,0;0,994740;3,12;0,49;11,200000;7
 6,40;0,290;0,32; 2,40;0,014; 34,0; 89,0;0,990080;3,24;0,66;12,500000;7
 6,70;0,130;0,32; 3,70;0,017; 32,0; 99,0;0,993480;3,12;0,44;10,000000;6
 6,80;0,190;0,33; 4,90;0,047; 42,0;130,0;0,992830;3,12;0,56;11,000000;6
 6,00;0,250;0,40; 5,70;0,052; 56,0;152,0;0,993980;3,16;0,88;10,500000;6
 6,00;0,250;0,40; 5,70;0,052; 56,0;152,0;0,993980;3,16;0,88;10,500000;6
 6,80;0,190;0,33; 4,90;0,047; 42,0;130,0;0,992830;3,12;0,56;11,000000;6
 6,40;0,240;0,23; 2,00;0,046; 30,0;133,0;0,990800;3,12;0,54;11,400000;7
 5,90;0,180;0,28; 5,10;0,039; 50,0;139,0;0,991650;3,16;0,44;11,300000;6
 7,20;0,330;0,22; 4,50;0,031; 10,0; 73,0;0,990760;2,97;0,52;12,200000;7
 6,40;0,290;0,24; 3,20;0,037; 31,0; 95,0;0,989420;2,90;0,66;12,600000;7
 7,30;0,310;0,25; 6,65;0,032; 30,0;138,0;0,992440;2,90;0,37;11,100000;5
 7,00;0,290;0,37; 1,60;0,035; 34,0;126,0;0,990580;3,26;0,47;12,300000;6
 6,90;0,190;0,60; 4,00;0,037;  6,0;122,0;0,992550;2,92;0,59;10,400000;4
 6,30;0,320;0,17;17,75;0,060; 51,0;190,0;0,999160;3,13;0,48; 8,800000;6
 6,60;0,085;0,33; 1,40;0,036; 17,0;109,0;0,993060;3,27;0,61; 9,500000;6
 6,30;0,320;0,17;17,75;0,060; 51,0;190,0;0,999160;3,13;0,48; 8,800000;6
 6,80;0,180;0,32; 7,20;0,047; 17,0;109,0;0,994980;3,42;0,44;10,400000;6
 6,80;0,520;0,26; 5,70;0,038; 27,0;130,0;0,990000;3,11;0,27;13,000000;7
 7,10;0,280;0,28; 8,50;0,030; 25,0;191,0;0,993380;3,16;0,46;12,200000;7
 5,70;0,150;0,47;11,40;0,035; 49,0;128,0;0,994560;3,03;0,34;10,500000;8
 5,80;0,275;0,30; 5,40;0,043; 41,0;149,0;0,992600;3,33;0,42;10,800000;7
 5,40;0,530;0,16; 2,70;0,036; 34,0;128,0;0,988560;3,20;0,53;13,200000;8
 5,80;0,320;0,28; 4,30;0,032; 46,0;115,0;0,989460;3,16;0,57;13,000000;8
 6,70;0,220;0,39; 1,20;0,049; 26,0;152,0;0,993460;3,50;0,47;10,000000;6
 6,10;0,600;0,12; 1,80;0,050; 11,0; 76,0;0,992680;3,42;0,48;10,400000;4
 6,50;0,260;0,31; 1,30;0,034; 59,0;145,0;0,989440;3,16;0,54;12,400000;6
 5,00;0,290;0,54; 5,70;0,035; 54,0;155,0;0,989760;3,27;0,34;12,900000;8
 5,40;0,530;0,16; 2,70;0,036; 34,0;128,0;0,988560;3,20;0,53;13,200000;8
 6,80;0,210;0,26;11,70;0,038; 61,0;152,0;0,995230;3,02;0,56;10,500000;7
 5,80;0,320;0,28; 4,30;0,032; 46,0;115,0;0,989460;3,16;0,57;13,000000;8
 6,50;0,270;0,26;11,00;0,030;  2,0; 82,0;0,994020;3,07;0,36;11,200000;5
 5,90;0,370;0,32; 1,60;0,029; 41,0;102,0;0,989160;3,41;0,55;12,700000;7
 6,20;0,210;0,18;11,60;0,044; 61,0;155,0;0,996550;3,14;0,52; 9,400000;6
 6,80;0,300;0,29; 6,20;0,025; 29,0; 95,0;0,990710;3,03;0,32;12,900000;7
 7,30;0,410;0,29; 1,80;0,032; 26,0; 74,0;0,988890;2,96;0,35;13,000000;8
 5,40;0,300;0,30; 1,20;0,029; 25,0; 93,0;0,987420;3,31;0,40;13,600000;7
 6,60;0,340;0,20; 1,00;0,053; 26,0;112,0;0,993360;3,32;0,55; 9,100000;5
 5,60;0,250;0,19; 2,40;0,049; 42,0;166,0;0,992000;3,25;0,43;10,400000;6
 5,30;0,300;0,30; 1,20;0,029; 25,0; 93,0;0,987420;3,31;0,40;13,600000;7
 6,90;0,580;0,58; 8,20;0,032; 29,0;169,0;0,992750;3,28;0,44;12,200000;6
 7,20;0,230;0,25;18,80;0,085; 19,0;111,0;1,000440;3,10;0,51; 8,700000;5
 7,10;0,200;0,27; 9,60;0,037; 19,0;105,0;0,994440;3,04;0,37;10,500000;7
 6,80;0,150;0,41;12,90;0,044; 79,5;183,0;0,997420;3,24;0,78;10,200000;6
 7,00;0,220;0,26; 9,20;0,027; 37,0;122,0;0,992280;3,06;0,34;12,500000;8
 6,40;0,160;0,44; 1,20;0,051; 39,0;122,0;0,990580;3,11;0,75;11,300000;7
 6,80;0,150;0,41;12,90;0,044; 79,5;183,0;0,997420;3,24;0,78;10,200000;6
 6,80;0,310;0,30; 8,00;0,028; 33,0;122,0;0,991640;3,13;0,63;12,600000;7
 6,80;0,150;0,41;12,90;0,044; 79,5;183,0;0,997420;3,24;0,78;10,200000;6
 7,60;0,300;0,37; 1,60;0,087; 27,0;177,0;0,994380;3,09;0,50; 9,800000;5
 6,00;0,160;0,27;12,00;0,030; 39,0; 98,0;0,994020;3,15;0,34;10,800000;5
 7,10;0,210;0,35; 2,50;0,040; 41,0;186,0;0,991280;3,32;0,56;12,500000;6
 7,00;0,220;0,26; 9,20;0,027; 37,0;122,0;0,992280;3,06;0,34;12,500000;8
 5,60;0,210;0,24; 4,40;0,027; 37,0;150,0;0,991000;3,30;0,31;11,500000;7
 7,40;0,220;0,26; 8,80;0,027; 23,0;112,0;0,993100;2,98;0,41;11,400000;6
 7,10;0,200;0,27; 9,60;0,037; 19,0;105,0;0,994440;3,04;0,37;10,500000;7
 6,80;0,310;0,30; 8,00;0,028; 33,0;122,0;0,991640;3,13;0,63;12,600000;7
 7,20;0,230;0,25;18,80;0,085; 19,0;111,0;1,000440;3,10;0,51; 8,700000;5
 6,40;0,150;0,40; 1,30;0,053; 61,0;146,0;0,991120;3,17;0,68;11,000000;6
 6,40;0,160;0,44; 1,20;0,051; 39,0;122,0;0,990580;3,11;0,75;11,300000;7
 6,80;0,150;0,41;12,90;0,044; 79,5;182,0;0,997420;3,24;0,78;10,200000;6
 6,30;0,220;0,34; 1,20;0,036; 32,0; 96,0;0,989610;3,06;0,74;11,600000;6
 7,60;0,300;0,37; 1,60;0,087; 27,0;177,0;0,994380;3,09;0,50; 9,800000;5
 7,00;0,300;0,27; 1,50;0,076; 24,0;145,0;0,993440;3,10;0,52;10,100000;5
 6,60;0,260;0,22;18,15;0,050; 23,0;139,0;0,999040;3,06;0,50; 9,200000;5
 7,50;0,240;0,31;13,10;0,050; 26,0;180,0;0,998840;3,05;0,53; 9,100000;6
 7,50;0,240;0,31;13,10;0,050; 26,0;180,0;0,998840;3,05;0,53; 9,100000;6
 7,50;0,240;0,31;13,10;0,050; 26,0;180,0;0,998840;3,05;0,53; 9,100000;6
 7,50;0,240;0,31;13,10;0,050; 26,0;180,0;0,998840;3,05;0,53; 9,100000;6
 6,60;0,150;0,34; 1,00;0,037; 45,0; 79,0;0,989490;2,96;0,50;11,700000;6
 6,70;0,340;0,43; 1,60;0,041; 29,0;114,0;0,990140;3,23;0,44;12,600000;6
 7,70;0,350;0,46;11,80;0,088; 61,0;183,0;0,997860;2,86;0,47; 9,000000;5
 6,70;0,310;0,09; 1,40;0,039; 53,0;141,0;0,992060;3,12;0,44;10,100000;5
 4,70;0,670;0,09; 1,00;0,020;  5,0;  9,0;0,987220;3,30;0,34;13,600000;5
 7,50;0,240;0,31;13,10;0,050; 26,0;180,0;0,998840;3,05;0,53; 9,100000;6
 6,30;0,200;0,18;10,60;0,045; 57,0;159,0;0,996660;3,09;0,54; 9,200000;5
 6,60;0,280;0,23;10,40;0,049; 45,0;190,0;0,997540;3,12;0,51; 8,800000;5
 8,50;0,180;0,30; 1,10;0,028; 34,0; 95,0;0,992720;2,83;0,36;10,000000;4
 6,50;0,350;0,38; 7,40;0,036; 20,0;196,0;0,997120;3,47;0,48; 9,100000;6
 6,80;0,220;0,26; 1,20;0,041; 29,0;182,0;0,991040;3,04;0,35;11,200000;5
 6,30;0,180;0,24; 3,40;0,053; 20,0;119,0;0,993730;3,11;0,52; 9,200000;6
 6,60;0,260;0,22;18,15;0,050; 23,0;139,0;0,999040;3,06;0,50; 9,200000;5
 6,60;0,300;0,45; 8,00;0,038; 54,0;200,0;0,995600;3,18;0,48; 9,500000;5
 6,30;0,340;0,27; 2,50;0,024; 40,0;152,0;0,990950;3,35;0,60;11,900000;7
 7,70;0,300;0,23; 2,00;0,068; 28,0;138,0;0,993820;3,11;0,62; 9,800000;5
 7,70;0,310;0,23; 2,00;0,069; 29,0;134,0;0,993820;3,11;0,62; 9,800000;5
 5,70;0,265;0,28; 6,90;0,036; 46,0;150,0;0,992990;3,36;0,44;10,800000;7
 5,40;0,255;0,33; 1,20;0,051; 29,0;122,0;0,990480;3,37;0,66;11,300000;6
 6,60;0,260;0,28; 9,40;0,028; 13,0;121,0;0,992540;3,17;0,34;12,100000;6
 4,80;0,170;0,28; 2,90;0,030; 22,0;111,0;0,990200;3,38;0,34;11,300000;7
 5,70;0,265;0,28; 6,90;0,036; 46,0;150,0;0,992990;3,36;0,44;10,800000;7
 6,20;0,200;0,33; 5,40;0,028; 21,0; 75,0;0,990120;3,36;0,41;13,500000;7
 7,50;0,280;0,41; 1,30;0,044; 11,0;126,0;0,992930;3,28;0,45;10,300000;5
 6,20;0,220;0,20;20,80;0,035; 58,0;184,0;1,000220;3,11;0,53; 9,000000;6
 7,00;0,340;0,26;10,30;0,041; 51,0;166,0;0,993820;3,08;0,35;11,600000;6
 7,50;0,280;0,41; 1,30;0,044; 11,0;126,0;0,992930;3,28;0,45;10,300000;5
 6,50;0,190;0,34; 1,60;0,029; 39,0;116,0;0,989540;3,21;0,68;12,500000;6
 6,00;0,210;0,29;13,10;0,042; 28,0;125,0;0,999360;3,39;0,45; 8,600000;5
 6,10;0,220;0,46; 1,80;0,160; 34,0; 74,0;0,988400;3,19;0,33;13,400000;6
 6,50;0,320;0,48; 8,00;0,026; 18,0; 88,0;0,991440;3,22;0,79;12,700000;4
 7,10;0,210;0,72; 1,60;0,167; 65,0;120,0;0,993240;2,97;0,51; 9,200000;5
 5,60;0,260;0,18; 1,40;0,034; 18,0;135,0;0,991740;3,32;0,35;10,200000;6
 7,00;0,150;0,28;14,70;0,051; 29,0;149,0;0,997920;2,96;0,39; 9,000000;7
 7,00;0,150;0,28;14,70;0,051; 29,0;149,0;0,997920;2,96;0,39; 9,000000;7
 7,00;0,150;0,28;14,70;0,051; 29,0;149,0;0,997920;2,96;0,39; 9,000000;7
 7,00;0,150;0,28;14,70;0,051; 29,0;149,0;0,997920;2,96;0,39; 9,000000;7
 7,00;0,150;0,28;14,70;0,051; 29,0;149,0;0,997920;2,96;0,39; 9,000000;7
 7,00;0,150;0,28;14,70;0,051; 29,0;149,0;0,997920;2,96;0,39; 9,000000;7
 7,00;0,150;0,28;14,70;0,051; 29,0;149,0;0,997920;2,96;0,39; 9,000000;7
 7,40;0,270;0,28; 1,80;0,040; 45,0;121,0;0,990430;3,02;0,40;11,900000;5
 6,80;0,220;0,30;10,60;0,070; 67,0;194,0;0,996540;2,89;0,42; 9,000000;6
 6,20;0,240;0,25;12,50;0,055; 47,0;134,0;0,997580;3,30;0,51; 9,000000;5
 6,30;0,280;0,29; 6,80;0,051; 40,0;143,0;0,993740;3,43;0,59;11,000000;6
 7,00;0,150;0,28;14,70;0,051; 29,0;149,0;0,997920;2,96;0,39; 9,000000;7
 5,50;0,170;0,23; 2,90;0,039; 10,0;108,0;0,992430;3,28;0,50;10,000000;5
 6,50;0,260;0,34; 1,40;0,040; 25,0;184,0;0,992160;3,29;0,46;10,700000;5
 6,60;0,270;0,33; 1,40;0,042; 24,0;183,0;0,992150;3,29;0,46;10,700000;5
 5,40;0,460;0,15; 2,10;0,026; 29,0;130,0;0,989530;3,39;0,77;13,400000;8
 7,80;0,190;0,32; 7,40;0,015; 47,0;124,0;0,992780;2,99;0,39;11,000000;6
 5,50;0,170;0,23; 2,90;0,039; 10,0;108,0;0,992430;3,28;0,50;10,000000;5
 6,50;0,260;0,34; 1,40;0,040; 25,0;184,0;0,992160;3,29;0,46;10,700000;5
 6,60;0,270;0,33; 1,40;0,042; 24,0;183,0;0,992150;3,29;0,46;10,700000;5
 7,80;0,190;0,32; 7,40;0,015; 47,0;124,0;0,992780;2,99;0,39;11,000000;6
 7,80;0,200;0,32; 5,00;0,016; 31,0;101,0;0,991860;2,99;0,39;11,000000;6
 6,10;0,170;0,28; 2,50;0,028; 22,0; 98,0;0,990720;3,16;0,37;11,100000;7
 7,40;0,200;0,35; 6,10;0,025; 10,0; 40,0;0,992440;2,79;0,52;10,900000;5
 6,70;0,390;0,24; 2,70;0,017; 22,0; 80,0;0,990840;3,03;0,37;11,500000;5
 5,40;0,460;0,15; 2,10;0,026; 29,0;130,0;0,989530;3,39;0,77;13,400000;8
 6,90;0,400;0,17;12,90;0,033; 59,0;186,0;0,997540;3,08;0,49; 9,400000;5
 6,90;0,400;0,17;12,90;0,033; 59,0;186,0;0,997540;3,08;0,49; 9,400000;5
 6,90;0,400;0,17;12,90;0,033; 59,0;186,0;0,997540;3,08;0,49; 9,400000;5
 6,30;0,240;0,29;13,70;0,035; 53,0;134,0;0,995670;3,17;0,38;10,600000;6
 6,90;0,400;0,17;12,90;0,033; 59,0;186,0;0,997540;3,08;0,49; 9,400000;5
 7,40;0,270;0,31; 2,40;0,014; 15,0;143,0;0,990940;3,03;0,65;12,000000;4
 6,10;0,270;0,28; 9,80;0,042; 61,0;125,0;0,995320;3,14;0,42;10,200000;6
 6,30;0,240;0,29;13,70;0,035; 53,0;134,0;0,995670;3,17;0,38;10,600000;6
 5,00;0,610;0,12; 1,30;0,009; 65,0;100,0;0,987400;3,26;0,37;13,500000;5
 6,70;0,420;0,39;12,10;0,040; 61,0;248,0;0,997940;3,31;0,58; 9,700000;5
 6,50;0,330;0,28; 6,10;0,018; 41,0;103,0;0,991220;3,24;0,32;12,200000;6
 6,90;0,330;0,31; 7,70;0,040; 29,0;135,0;0,992260;3,11;0,57;12,300000;5
 6,50;0,330;0,28; 6,10;0,018; 41,0;103,0;0,991220;3,24;0,32;12,200000;6
 6,30;0,150;0,30; 1,40;0,022; 38,0;100,0;0,990990;3,42;0,57;11,400000;7
 6,50;0,320;0,45; 7,70;0,022; 31,0; 97,0;0,991340;3,20;0,70;12,700000;7
 6,70;0,420;0,39;12,10;0,040; 61,0;248,0;0,997940;3,31;0,58; 9,700000;5
 7,40;0,250;0,29; 6,80;0,020; 31,0;113,0;0,993380;3,13;0,29;10,800000;6
 7,60;0,270;0,30; 9,20;0,018; 23,0; 96,0;0,993800;3,08;0,29;11,000000;6
 6,40;0,270;0,45; 8,30;0,050; 52,0;196,0;0,995500;3,18;0,48; 9,500000;5
 6,50;0,250;0,27;17,40;0,064; 29,0;140,0;0,997760;3,20;0,49;10,100000;6
 5,60;0,190;0,31; 2,70;0,027; 11,0;100,0;0,989640;3,46;0,40;13,200000;7
 7,40;0,290;0,48;12,80;0,037; 61,5;182,0;0,998080;3,02;0,34; 8,800000;5
 6,40;0,340;0,44; 8,20;0,043; 54,0;201,0;0,995510;3,18;0,48; 9,500000;5
 6,60;0,270;0,52; 8,10;0,044; 53,0;202,0;0,995480;3,18;0,48; 9,500000;5
 6,60;0,260;0,52; 8,20;0,047; 52,0;191,0;0,995410;3,16;0,47; 9,500000;6
 6,40;0,270;0,45; 8,30;0,050; 52,0;196,0;0,995500;3,18;0,48; 9,500000;5
 6,50;0,260;0,50; 8,00;0,051; 46,0;197,0;0,995360;3,18;0,47; 9,500000;5
 6,80;0,250;0,30;11,80;0,043; 53,0;133,0;0,995240;3,03;0,58;10,400000;6
 6,30;0,320;0,26;12,00;0,049; 63,0;170,0;0,996100;3,14;0,55; 9,900000;6
 5,50;0,240;0,45; 1,70;0,046; 22,0;113,0;0,992240;3,22;0,48;10,000000;5
 6,50;0,250;0,27;17,40;0,064; 29,0;140,0;0,997760;3,20;0,49;10,100000;6
 6,60;0,130;0,29;13,90;0,056; 33,0; 95,0;0,997020;3,17;0,39; 9,400000;6
 7,00;0,390;0,21;10,70;0,098; 13,0; 91,0;0,996570;3,03;0,47; 9,300000;5
 7,90;0,210;0,39; 2,00;0,057; 21,0;138,0;0,991760;3,05;0,52;10,900000;5
 7,00;0,300;0,28; 2,20;0,042; 21,0;177,0;0,991660;3,20;0,57;11,400000;5
 8,10;0,200;0,30; 1,30;0,036;  7,0; 49,0;0,992420;2,99;0,73;10,300000;5
 8,30;0,180;0,30; 1,10;0,033; 20,0; 57,0;0,991090;3,02;0,51;11,000000;6
 7,90;0,210;0,39; 2,00;0,057; 21,0;138,0;0,991760;3,05;0,52;10,900000;5
 7,20;0,170;0,34; 6,40;0,042; 16,0;111,0;0,992780;2,99;0,40;10,800000;6
 8,10;0,200;0,30; 1,30;0,036;  7,0; 49,0;0,992420;2,99;0,73;10,300000;5
 8,30;0,180;0,30; 1,10;0,033; 20,0; 57,0;0,991090;3,02;0,51;11,000000;6
 7,00;0,390;0,21;10,70;0,098; 13,0; 91,0;0,996570;3,03;0,47; 9,300000;5
 6,80;0,210;0,62; 6,40;0,041;  7,0;113,0;0,993580;2,96;0,59;10,200000;5
 6,90;0,210;0,62; 6,30;0,042;  7,0;109,0;0,993580;2,96;0,59;10,200000;6
 7,20;0,170;0,34; 6,40;0,042; 16,0;111,0;0,992780;2,99;0,40;10,800000;6
 6,80;0,260;0,34;15,10;0,060; 42,0;162,0;0,997050;3,24;0,52;10,500000;3
 7,20;0,280;0,38; 2,00;0,052; 23,0;156,0;0,991200;3,13;0,52;11,100000;5
 7,90;0,210;0,39; 2,00;0,057; 21,0;138,0;0,991760;3,05;0,52;10,900000;5
 7,00;0,300;0,28; 2,20;0,042; 21,0;177,0;0,991660;3,20;0,57;11,400000;5
 7,40;0,340;0,28;12,10;0,049; 31,0;149,0;0,996770;3,22;0,49;10,300000;5
 6,30;0,430;0,32; 8,80;0,042; 18,0;106,0;0,991720;3,28;0,33;12,900000;7
 6,80;0,410;0,30; 8,80;0,045; 28,0;131,0;0,995300;3,12;0,59; 9,900000;5
 6,30;0,400;0,24; 5,10;0,036; 43,0;131,0;0,991860;3,24;0,44;11,300000;6
 5,10;0,350;0,26; 6,80;0,034; 36,0;120,0;0,991880;3,38;0,40;11,500000;6
 5,10;0,350;0,26; 6,80;0,034; 36,0;120,0;0,991880;3,38;0,40;11,500000;6
 6,30;0,300;0,20; 3,70;0,039; 34,0;132,0;0,991580;3,00;0,38;10,700000;5
 6,90;0,280;0,28;12,20;0,042; 52,0;139,0;0,995220;3,03;0,56;10,400000;6
 7,00;0,330;0,28; 5,70;0,033; 39,0;204,0;0,991760;3,17;0,64;12,500000;6
 6,70;0,260;0,49; 8,10;0,052; 48,0;197,0;0,995580;3,19;0,48; 9,500000;5
 7,30;0,240;0,30; 2,50;0,042; 31,0;104,0;0,991100;3,05;0,56;11,300000;7
 6,70;0,460;0,21; 4,00;0,034; 12,0; 88,0;0,990160;3,26;0,54;13,000000;6
 5,10;0,350;0,26; 6,80;0,034; 36,0;120,0;0,991880;3,38;0,40;11,500000;6
 5,10;0,230;0,18; 1,00;0,053; 13,0; 99,0;0,989560;3,22;0,39;11,500000;5
 6,30;0,400;0,24; 5,10;0,036; 43,0;131,0;0,991860;3,24;0,44;11,300000;6
 7,10;0,440;0,23; 5,80;0,035; 24,0;100,0;0,990620;3,15;0,57;13,200000;7
 4,80;0,260;0,23;10,60;0,034; 23,0;111,0;0,992740;3,46;0,28;11,500000;7
 6,80;0,310;0,19; 3,50;0,086; 30,0;130,0;0,993000;2,83;0,44; 9,600000;5
 6,80;0,310;0,19; 3,50;0,086; 30,0;130,0;0,993000;2,83;0,44; 9,600000;5
 7,00;0,150;0,29;16,40;0,058; 45,0;110,0;0,997800;3,15;0,37; 9,700000;6
 6,50;0,410;0,22; 4,80;0,052; 49,0;142,0;0,994600;3,14;0,62; 9,200000;5
 6,20;0,310;0,23; 3,30;0,052; 34,0;113,0;0,994290;3,16;0,48; 8,400000;5
 8,00;0,270;0,33; 1,20;0,050; 41,0;103,0;0,990020;3,00;0,45;12,400000;6
 8,00;0,270;0,33; 1,20;0,050; 41,0;103,0;0,990020;3,00;0,45;12,400000;6
 6,50;0,410;0,22; 4,80;0,052; 49,0;142,0;0,994600;3,14;0,62; 9,200000;5
 6,20;0,310;0,23; 3,30;0,052; 34,0;113,0;0,994290;3,16;0,48; 8,400000;5
 6,70;0,370;0,25; 2,50;0,028; 24,0; 84,0;0,990900;3,14;0,36;11,700000;6
 6,60;0,210;0,50; 8,70;0,036; 41,0;191,0;0,992940;2,96;0,56;11,000000;6
 7,50;0,260;0,31; 1,60;0,032; 36,0;109,0;0,990440;2,97;0,43;11,900000;6
 7,50;0,340;0,28; 4,00;0,028; 46,0;100,0;0,989580;3,20;0,50;13,200000;7
 6,70;0,370;0,25; 2,50;0,028; 24,0; 84,0;0,990900;3,14;0,36;11,700000;6
